khaledboumsik123,"[66, 5, 4]",0,30,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
tomokokosu,"[5, 5, 5]",0,57,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
noobiesnake,"[5, 5, 5]",0,53,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
thedaether,"[5, 5, 5]",0,42,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
derzok,"[93, 5, 4]",1,120,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
demonmike1234,"[93, 5, 4]",1,94,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
sfm1903,"[93, 5, 4]",0,25,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
manlyman2123,"[93, 5, 4]",0,29,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
friskinc,"[72, 5, 4]",4,446,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
mastergts,"[131, 5, 4]",0,78,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
joshua7768,"[124, 5, 4]",0,27,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
oreoni,"[124, 5, 4]",1,113,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
henokport3,"[154, 5, 4]",1,108,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
joepit,"[5, 5, 5]",0,9,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
myrasciatis,"[5, 5, 5]",5,687,stnd.Fledgling(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
scrappymetal,"[5, 5, 5]",0,34,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
beingrin,"[5, 5, 5]",0,44,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
maverick767,"[5, 5, 5]",0,43,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
fluffypenguin65,"[5, 5, 5]",3,314,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
kapur32,"[5, 5, 5]",0,26,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
killerfaithfish,"[5, 5, 5]",0,54,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
storbenn,"[5, 5, 5]",0,34,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
zveredith,"[5, 5, 5]",3,379,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
maracujinabr,"[5, 5, 5]",0,36,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 5,0,1,0,1)"
sunnysunnybear,"[44, 5, 4]",1,108,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
getrektbyninja,"[325, 5, 4]",3,404,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
nitrocolaa,"[325, 5, 4]",0,34,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
night_owl21,"[325, 5, 4]",0,37,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
aratakai,"[325, 5, 4]",1,140,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
beafowl_osu,"[325, 5, 4]",0,38,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
gasaiwilly,"[325, 5, 4]",0,43,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
anchti,"[325, 5, 4]",0,53,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
epiclevelnerd19,"[325, 5, 4]",2,215,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
bladedranger,"[24, 5, 4]",0,29,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
blanksenpai,"[24, 5, 4]",0,23,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
milkymoolol,"[28, 5, 4]",0,27,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
x7r0113dx,"[28, 5, 4]",0,34,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
lunar_sister,"[128, 5, 4]",3,422,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
enderlikesramen,"[55, 5, 4]",1,168,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
thelegendofjose22,"[51, 5, 4]",0,25,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
lancepie,"[51, 5, 4]",1,90,stnd.Newbie(),"Jobs.Unemployed(0, 0, [], 5, 4,0,1,0,1)"
